type,x,y,geom
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490798,5459008,0101000020E6100000F21A420F19C85EC06E079B1852A44840
Other Theft,490800,5459008,0101000020E61000005FCFE99B18C85EC039B0DB1852A44840
Other Theft,490802,5459008,0101000020E6100000CA83912818C85EC06A551C1952A44840
Other Theft,490804,5459008,0101000020E6100000323839B517C85EC002F75C1952A44840
Other Theft,490806,5459008,0101000020E610000096ECE04117C85EC000959D1952A44840
Other Theft,490806,5459008,0101000020E610000096ECE04117C85EC000959D1952A44840
Other Theft,490806,5459008,0101000020E610000096ECE04117C85EC000959D1952A44840
Other Theft,490807,5459008,0101000020E6100000C6C6340817C85EC0A6E2BD1952A44840
Other Theft,490807,5459008,0101000020E6100000C6C6340817C85EC0A6E2BD1952A44840
Other Theft,490808,5459008,0101000020E6100000F7A088CE16C85EC0652FDE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490809,5459008,0101000020E6100000257BDC9416C85EC0407BFE1952A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490811,5459008,0101000020E6100000822F842116C85EC040103F1A52A44840
Other Theft,490813,5459008,0101000020E6100000DBE32BAE15C85EC0A8A17F1A52A44840
Other Theft,490813,5459008,0101000020E6100000DBE32BAE15C85EC0A8A17F1A52A44840
Other Theft,490813,5459008,0101000020E6100000DBE32BAE15C85EC0A8A17F1A52A44840
Other Theft,490814,5459008,0101000020E610000006BE7F7415C85EC001E99F1A52A44840
Other Theft,490814,5459008,0101000020E610000006BE7F7415C85EC001E99F1A52A44840
Other Theft,490815,5459008,0101000020E61000003198D33A15C85EC0762FC01A52A44840
Other Theft,490816,5459008,0101000020E61000005A72270115C85EC00475E01A52A44840
Other Theft,490816,5459008,0101000020E61000005A72270115C85EC00475E01A52A44840
Other Theft,490816,5459008,0101000020E61000005A72270115C85EC00475E01A52A44840
Other Theft,490816,5459008,0101000020E61000005A72270115C85EC00475E01A52A44840
Other Theft,490817,5459008,0101000020E6100000834C7BC714C85EC0A9B9001B52A44840
Other Theft,490818,5459008,0101000020E6100000AA26CF8D14C85EC06BFD201B52A44840
Other Theft,490818,5459008,0101000020E6100000AA26CF8D14C85EC06BFD201B52A44840
Other Theft,490819,5459008,0101000020E6100000D200235414C85EC04640411B52A44840
Other Theft,490819,5459008,0101000020E6100000D200235414C85EC04640411B52A44840
Other Theft,490820,5459008,0101000020E6100000F7DA761A14C85EC03A82611B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490821,5459008,0101000020E61000001CB5CAE013C85EC049C3811B52A44840
Other Theft,490828,5459008,0101000020E61000000DAC154D12C85EC07C71631C52A44840
Other Theft,490829,5459008,0101000020E61000002E86691312C85EC059AB831C52A44840
Other Theft,490829,5459008,0101000020E61000002E86691312C85EC059AB831C52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490833,5459008,0101000020E6100000A1EEB82C11C85EC0CA89041D52A44840
Other Theft,490835,5459008,0101000020E6100000D7A260B910C85EC09DF3441D52A44840
Other Theft,490836,5459008,0101000020E6100000F07CB47F10C85EC02D27651D52A44840
Other Theft,490837,5459008,0101000020E61000000957084610C85EC0D659851D52A44840
Other Theft,490838,5459008,0101000020E610000020315C0C10C85EC09B8BA51D52A44840
Other Theft,490839,5459007,0101000020E6100000FB7097D20FC85EC03BCC50D251A44840
Other Theft,490842,5459007,0101000020E61000004B0193250FC85EC06C59B1D251A44840
Other Theft,490842,5459007,0101000020E61000004B0193250FC85EC06C59B1D251A44840
Other Theft,490842,5459007,0101000020E61000004B0193250FC85EC06C59B1D251A44840
Other Theft,490843,5459007,0101000020E61000000FDCE6EB0EC85EC0AF86D1D251A44840
Other Theft,490843,5459007,0101000020E61000000FDCE6EB0EC85EC0AF86D1D251A44840
Other Theft,490844,5459007,0101000020E6100000D2B63AB20EC85EC00DB3F1D251A44840
Other Theft,490844,5459007,0101000020E6100000D2B63AB20EC85EC00DB3F1D251A44840
Other Theft,490845,5459007,0101000020E610000095918E780EC85EC084DE11D351A44840
Other Theft,490845,5459007,0101000020E610000095918E780EC85EC084DE11D351A44840
Other Theft,490845,5459007,0101000020E610000095918E780EC85EC084DE11D351A44840
Other Theft,490846,5459006,0101000020E6100000EAD6C93E0EC85EC0D018BD8751A44840
Other Theft,490846,5459006,0101000020E6100000EAD6C93E0EC85EC0D018BD8751A44840
Other Theft,490847,5459006,0101000020E61000005AB21D050EC85EC07A42DD8751A44840
Other Theft,490851,5459006,0101000020E610000014206D1E0DC85EC024E05D8851A44840
Other Theft,490855,5459006,0101000020E6100000C28DBC370CC85EC0666FDE8851A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490862,5459006,0101000020E6100000938D07A40AC85EC07C47BF8951A44840
Other Theft,490863,5459006,0101000020E6100000F7685B6A0AC85EC0C262DF8951A44840
Other Theft,490865,5459006,0101000020E6100000BC1F03F709C85EC09A961F8A51A44840
Other Theft,490868,5459006,0101000020E6100000DEB1FE4909C85EC09FDD7F8A51A44840
Other Theft,490868,5459006,0101000020E6100000DEB1FE4909C85EC09FDD7F8A51A44840
Other Theft,490868,5459006,0101000020E6100000DEB1FE4909C85EC09FDD7F8A51A44840
Other Theft,490868,5459006,0101000020E6100000DEB1FE4909C85EC09FDD7F8A51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490872,5459006,0101000020E6100000541F4E6308C85EC0B82F008B51A44840
Other Theft,490873,5459006,0101000020E6100000B1FAA12908C85EC0FF41208B51A44840
Other Theft,490879,5459006,0101000020E6100000C61E99CF06C85EC0C49CE08B51A44840
Other Theft,490879,5459006,0101000020E6100000C61E99CF06C85EC0C49CE08B51A44840
Other Theft,490879,5459006,0101000020E6100000C61E99CF06C85EC0C49CE08B51A44840
Other Theft,490879,5459006,0101000020E6100000C61E99CF06C85EC0C49CE08B51A44840
Other Theft,490879,5459006,0101000020E6100000C61E99CF06C85EC0C49CE08B51A44840
Other Theft,490880,5459006,0101000020E61000001CFAEC9506C85EC0BEA8008C51A44840
Other Theft,490882,5459006,0101000020E6100000C6B0942206C85EC001BE408C51A44840
Other Theft,490882,5459006,0101000020E6100000C6B0942206C85EC001BE408C51A44840
Other Theft,490882,5459006,0101000020E6100000C6B0942206C85EC001BE408C51A44840
Other Theft,490882,5459006,0101000020E6100000C6B0942206C85EC001BE408C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490885,5459006,0101000020E6100000BE42907505C85EC026D7A08C51A44840
Other Theft,490886,5459006,0101000020E6100000111EE43B05C85EC0BADDC08C51A44840
Other Theft,490887,5459006,0101000020E610000061F9370205C85EC06AE3E08C51A44840
Other Theft,490887,5459006,0101000020E610000061F9370205C85EC06AE3E08C51A44840
Other Theft,490890,5459006,0101000020E61000004D8B335504C85EC011EF408D51A44840
Other Theft,490890,5459006,0101000020E61000004D8B335504C85EC011EF408D51A44840
Other Theft,490890,5459006,0101000020E61000004D8B335504C85EC011EF408D51A44840
Other Theft,490890,5459006,0101000020E61000004D8B335504C85EC011EF408D51A44840
Other Theft,490890,5459006,0101000020E61000004D8B335504C85EC011EF408D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490891,5459006,0101000020E61000009A66871B04C85EC026F1608D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
Other Theft,490893,5459006,0101000020E6100000321D2FA803C85EC09FF2A08D51A44840
